Dataset,Model,Metric,Threshold,Proportion,Value
3,copula_gan,accuracy,0.2,0.8,0.0
3,copula_gan,accuracy,0.2,0.9,0.0
3,copula_gan,accuracy,0.2,1.0,0.0
3,copula_gan,accuracy,0.3,0.2,0.0
3,copula_gan,accuracy,0.3,0.3,0.0
3,copula_gan,accuracy,0.3,0.4,0.0
3,copula_gan,accuracy,0.3,0.5,0.0
3,copula_gan,accuracy,0.3,0.6,0.0
3,copula_gan,accuracy,0.3,0.7,0.0
3,copula_gan,accuracy,0.3,0.8,0.0
3,copula_gan,accuracy,0.3,0.9,0.0
3,copula_gan,accuracy,0.3,1.0,0.0
3,copula_gan,accuracy,0.4,0.2,0.0
3,copula_gan,accuracy,0.4,0.3,0.0
3,copula_gan,accuracy,0.4,0.4,0.0
3,copula_gan,accuracy,0.4,0.5,0.0
3,copula_gan,accuracy,0.4,0.6,0.0
3,copula_gan,accuracy,0.4,0.7,0.0
3,copula_gan,accuracy,0.4,0.8,0.0
3,copula_gan,accuracy,0.4,0.9,0.0
3,copula_gan,accuracy,0.4,1.0,0.0
3,ctgan,precision,0.1,0.2,0.0
3,ctgan,precision,0.1,0.3,0.0
3,ctgan,precision,0.1,0.4,0.0
3,ctgan,precision,0.1,0.5,0.0
3,ctgan,precision,0.1,0.6,0.0
3,ctgan,precision,0.1,0.7,0.0
3,ctgan,precision,0.1,0.8,0.0
3,ctgan,precision,0.1,0.9,0.0
3,ctgan,precision,0.1,1.0,0.0
3,ctgan,precision,0.2,0.2,0.0
3,ctgan,precision,0.2,0.3,0.0
3,ctgan,precision,0.2,0.4,0.0
3,ctgan,precision,0.2,0.5,0.0
3,ctgan,precision,0.2,0.6,0.0
3,ctgan,precision,0.2,0.7,0.0
3,ctgan,precision,0.2,0.8,0.0
3,ctgan,precision,0.2,0.9,0.0
3,ctgan,precision,0.2,1.0,0.0
3,ctgan,precision,0.3,0.2,0.0
3,ctgan,precision,0.3,0.3,0.0
3,ctgan,precision,0.3,0.4,0.0
3,ctgan,precision,0.3,0.5,0.0
3,ctgan,precision,0.3,0.6,0.0
3,ctgan,precision,0.3,0.7,0.0
3,ctgan,precision,0.3,0.8,0.0
3,ctgan,precision,0.3,0.9,0.0
3,ctgan,precision,0.3,1.0,0.0
3,ctgan,precision,0.4,0.2,0.0
3,ctgan,precision,0.4,0.3,0.0
3,ctgan,precision,0.4,0.4,0.0
3,ctgan,precision,0.4,0.5,0.0
3,ctgan,precision,0.4,0.6,0.0
3,ctgan,precision,0.4,0.7,0.0
3,ctgan,precision,0.4,0.8,0.0
3,ctgan,precision,0.4,0.9,0.0
3,ctgan,precision,0.4,1.0,0.0
3,ctgan,accuracy,0.1,0.2,0.0
3,ctgan,accuracy,0.1,0.3,0.0
3,ctgan,accuracy,0.1,0.4,0.0
3,ctgan,accuracy,0.1,0.5,0.0
3,ctgan,accuracy,0.1,0.6,0.0
3,ctgan,accuracy,0.1,0.7,0.0
3,ctgan,accuracy,0.1,0.8,0.0
3,ctgan,accuracy,0.1,0.9,0.0
3,ctgan,accuracy,0.1,1.0,0.0
3,ctgan,accuracy,0.2,0.2,0.0
3,ctgan,accuracy,0.2,0.3,0.0
3,ctgan,accuracy,0.2,0.4,0.0
3,ctgan,accuracy,0.2,0.5,0.0
3,ctgan,accuracy,0.2,0.6,0.0
3,ctgan,accuracy,0.2,0.7,0.0
3,ctgan,accuracy,0.2,0.8,0.0
3,ctgan,accuracy,0.2,0.9,0.0
3,ctgan,accuracy,0.2,1.0,0.0
3,ctgan,accuracy,0.3,0.2,0.0
3,ctgan,accuracy,0.3,0.3,0.0
3,ctgan,accuracy,0.3,0.4,0.0
3,ctgan,accuracy,0.3,0.5,0.0
3,ctgan,accuracy,0.3,0.6,0.0
3,ctgan,accuracy,0.3,0.7,0.0
3,ctgan,accuracy,0.3,0.8,0.0
3,ctgan,accuracy,0.3,0.9,0.0
3,ctgan,accuracy,0.3,1.0,0.0
3,ctgan,accuracy,0.4,0.2,0.0
3,ctgan,accuracy,0.4,0.3,0.0
3,ctgan,accuracy,0.4,0.4,0.0
3,ctgan,accuracy,0.4,0.5,0.0
3,ctgan,accuracy,0.4,0.6,0.0
3,ctgan,accuracy,0.4,0.7,0.0
3,ctgan,accuracy,0.4,0.8,0.0
3,ctgan,accuracy,0.4,0.9,0.0
3,ctgan,accuracy,0.4,1.0,0.0
5,synthpop,precision,0.1,0.2,0.0
5,synthpop,precision,0.1,0.3,0.0
5,synthpop,precision,0.1,0.4,0.0
5,synthpop,precision,0.1,0.5,0.0
5,synthpop,precision,0.1,0.6,0.0
5,synthpop,precision,0.1,0.7,0.0
5,synthpop,precision,0.1,0.8,0.0
5,synthpop,precision,0.1,0.9,0.0
5,synthpop,precision,0.1,1.0,0.0
5,synthpop,precision,0.2,0.2,0.0
5,synthpop,precision,0.2,0.3,1.0
5,synthpop,precision,0.2,0.4,1.0
5,synthpop,precision,0.2,0.5,1.0
5,synthpop,precision,0.2,0.6,1.0
5,synthpop,precision,0.2,0.7,1.0
5,synthpop,precision,0.2,0.8,1.0
5,synthpop,precision,0.2,0.9,1.0
5,synthpop,precision,0.2,1.0,1.0
5,synthpop,precision,0.3,0.2,1.0
5,synthpop,precision,0.3,0.3,1.0
5,synthpop,precision,0.3,0.4,1.0
5,synthpop,precision,0.3,0.5,1.0
5,synthpop,precision,0.3,0.6,1.0
5,synthpop,precision,0.3,0.7,1.0
5,synthpop,precision,0.3,0.8,1.0
5,synthpop,precision,0.3,0.9,1.0
5,synthpop,precision,0.3,1.0,1.0
5,synthpop,precision,0.4,0.2,1.0
5,synthpop,precision,0.4,0.3,1.0
5,synthpop,precision,0.4,0.4,1.0
5,synthpop,precision,0.4,0.5,1.0
5,synthpop,precision,0.4,0.6,1.0
5,synthpop,precision,0.4,0.7,1.0
5,synthpop,precision,0.4,0.8,1.0
5,synthpop,precision,0.4,0.9,1.0
5,synthpop,precision,0.4,1.0,1.0
5,synthpop,accuracy,0.1,0.2,0.0
5,synthpop,accuracy,0.1,0.3,0.0
5,synthpop,accuracy,0.1,0.4,0.0
5,synthpop,accuracy,0.1,0.5,0.0
5,synthpop,accuracy,0.1,0.6,0.0
5,synthpop,accuracy,0.1,0.7,0.0
5,synthpop,accuracy,0.1,0.8,0.0
5,synthpop,accuracy,0.1,0.9,0.0
5,synthpop,accuracy,0.1,1.0,0.0
5,synthpop,accuracy,0.2,0.2,0.0
5,synthpop,accuracy,0.2,0.3,0.01
5,synthpop,accuracy,0.2,0.4,0.03
5,synthpop,accuracy,0.2,0.5,0.02
5,synthpop,accuracy,0.2,0.6,0.02
5,synthpop,accuracy,0.2,0.7,0.02
5,synthpop,accuracy,0.2,0.8,0.01
5,synthpop,accuracy,0.2,0.9,0.01
5,synthpop,accuracy,0.2,1.0,0.01
5,synthpop,accuracy,0.3,0.2,0.18
5,synthpop,accuracy,0.3,0.3,0.23
5,synthpop,accuracy,0.3,0.4,0.26
5,synthpop,accuracy,0.3,0.5,0.29
5,synthpop,accuracy,0.3,0.6,0.3
5,synthpop,accuracy,0.3,0.7,0.29
5,synthpop,accuracy,0.3,0.8,0.31
5,synthpop,accuracy,0.3,0.9,0.3
5,synthpop,accuracy,0.3,1.0,0.3
5,synthpop,accuracy,0.4,0.2,0.91
5,synthpop,accuracy,0.4,0.3,0.94
5,synthpop,accuracy,0.4,0.4,0.92
5,synthpop,accuracy,0.4,0.5,0.93
5,synthpop,accuracy,0.4,0.6,0.93
5,synthpop,accuracy,0.4,0.7,0.93
5,synthpop,accuracy,0.4,0.8,0.94
5,synthpop,accuracy,0.4,0.9,0.95
5,synthpop,accuracy,0.4,1.0,0.95
5,ds,precision,0.1,0.2,0.0
5,ds,precision,0.1,0.3,0.0
5,ds,precision,0.1,0.4,0.0
5,ds,precision,0.1,0.5,0.0
5,ds,precision,0.1,0.6,0.0
5,ds,precision,0.1,0.7,0.0
5,ds,precision,0.1,0.8,0.0
5,ds,precision,0.1,0.9,0.0
5,ds,precision,0.1,1.0,0.0
5,ds,precision,0.2,0.2,0.0
5,ds,precision,0.2,0.3,0.0
5,ds,precision,0.2,0.4,0.0
5,ds,precision,0.2,0.5,0.0
5,ds,precision,0.2,0.6,0.0
5,ds,precision,0.2,0.7,0.0
5,ds,precision,0.2,0.8,0.0
5,ds,precision,0.2,0.9,0.0
5,ds,precision,0.2,1.0,0.0
5,ds,precision,0.3,0.2,0.0
5,ds,precision,0.3,0.3,0.0
5,ds,precision,0.3,0.4,0.0
5,ds,precision,0.3,0.5,0.0
5,ds,precision,0.3,0.6,0.0
5,ds,precision,0.3,0.7,0.0
5,ds,precision,0.3,0.8,0.0
5,ds,precision,0.3,0.9,0.0
5,ds,precision,0.3,1.0,0.0
5,ds,precision,0.4,0.2,1.0
5,ds,precision,0.4,0.3,1.0
5,ds,precision,0.4,0.4,1.0
5,ds,precision,0.4,0.5,1.0
5,ds,precision,0.4,0.6,1.0
5,ds,precision,0.4,0.7,1.0
5,ds,precision,0.4,0.8,1.0
5,ds,precision,0.4,0.9,1.0
5,ds,precision,0.4,1.0,1.0
5,ds,accuracy,0.1,0.2,0.0
5,ds,accuracy,0.1,0.3,0.0
5,ds,accuracy,0.1,0.4,0.0
5,ds,accuracy,0.1,0.5,0.0
5,ds,accuracy,0.1,0.6,0.0
5,ds,accuracy,0.1,0.7,0.0
5,ds,accuracy,0.1,0.8,0.0
5,ds,accuracy,0.1,0.9,0.0
5,ds,accuracy,0.1,1.0,0.0
5,ds,accuracy,0.2,0.2,0.0
5,ds,accuracy,0.2,0.3,0.0
5,ds,accuracy,0.2,0.4,0.0
5,ds,accuracy,0.2,0.5,0.0
5,ds,accuracy,0.2,0.6,0.0
5,ds,accuracy,0.2,0.7,0.0
5,ds,accuracy,0.2,0.8,0.0
5,ds,accuracy,0.2,0.9,0.0
5,ds,accuracy,0.2,1.0,0.0
5,ds,accuracy,0.3,0.2,0.0
5,ds,accuracy,0.3,0.3,0.0
5,ds,accuracy,0.3,0.4,0.0
5,ds,accuracy,0.3,0.5,0.0
5,ds,accuracy,0.3,0.6,0.0
5,ds,accuracy,0.3,0.7,0.0
5,ds,accuracy,0.3,0.8,0.0
5,ds,accuracy,0.3,0.9,0.0
5,ds,accuracy,0.3,1.0,0.0
5,ds,accuracy,0.4,0.2,0.09
5,ds,accuracy,0.4,0.3,0.08
5,ds,accuracy,0.4,0.4,0.08
5,ds,accuracy,0.4,0.5,0.07
5,ds,accuracy,0.4,0.6,0.07
5,ds,accuracy,0.4,0.7,0.06
5,ds,accuracy,0.4,0.8,0.08
5,ds,accuracy,0.4,0.9,0.08
5,ds,accuracy,0.4,1.0,0.08
5,tvae,precision,0.1,0.2,0.0
5,tvae,precision,0.1,0.3,0.0
5,tvae,precision,0.1,0.4,0.0
5,tvae,precision,0.1,0.5,0.0
5,tvae,precision,0.1,0.6,0.0
5,tvae,precision,0.1,0.7,0.0
5,tvae,precision,0.1,0.8,0.0
5,tvae,precision,0.1,0.9,0.0
5,tvae,precision,0.1,1.0,0.0
5,tvae,precision,0.2,0.2,0.0
5,tvae,precision,0.2,0.3,0.0
5,tvae,precision,0.2,0.4,0.0
5,tvae,precision,0.2,0.5,0.0
5,tvae,precision,0.2,0.6,0.0
5,tvae,precision,0.2,0.7,0.0
5,tvae,precision,0.2,0.8,0.0
5,tvae,precision,0.2,0.9,0.0
5,tvae,precision,0.2,1.0,0.0
5,tvae,precision,0.3,0.2,0.0
5,tvae,precision,0.3,0.3,0.0
5,tvae,precision,0.3,0.4,0.0
5,tvae,precision,0.3,0.5,1.0
5,tvae,precision,0.3,0.6,1.0
5,tvae,precision,0.3,0.7,1.0
5,tvae,precision,0.3,0.8,1.0
5,tvae,precision,0.3,0.9,1.0
5,tvae,precision,0.3,1.0,1.0
5,tvae,precision,0.4,0.2,1.0
5,tvae,precision,0.4,0.3,1.0
5,tvae,precision,0.4,0.4,1.0
5,tvae,precision,0.4,0.5,1.0
5,tvae,precision,0.4,0.6,1.0
5,tvae,precision,0.4,0.7,1.0
5,tvae,precision,0.4,0.8,1.0
5,tvae,precision,0.4,0.9,1.0
5,tvae,precision,0.4,1.0,1.0
5,tvae,accuracy,0.1,0.2,0.0
5,tvae,accuracy,0.1,0.3,0.0
5,tvae,accuracy,0.1,0.4,0.0
5,tvae,accuracy,0.1,0.5,0.0
5,tvae,accuracy,0.1,0.6,0.0
5,tvae,accuracy,0.1,0.7,0.0
5,tvae,accuracy,0.1,0.8,0.0
5,tvae,accuracy,0.1,0.9,0.0
5,tvae,accuracy,0.1,1.0,0.0
5,tvae,accuracy,0.2,0.2,0.0
5,tvae,accuracy,0.2,0.3,0.0
5,tvae,accuracy,0.2,0.4,0.0
5,tvae,accuracy,0.2,0.5,0.0
5,tvae,accuracy,0.2,0.6,0.0
5,tvae,accuracy,0.2,0.7,0.0
5,tvae,accuracy,0.2,0.8,0.0
5,tvae,accuracy,0.2,0.9,0.0
5,tvae,accuracy,0.2,1.0,0.0
5,tvae,accuracy,0.3,0.2,0.0
5,tvae,accuracy,0.3,0.3,0.0
5,tvae,accuracy,0.3,0.4,0.0
5,tvae,accuracy,0.3,0.5,0.01
5,tvae,accuracy,0.3,0.6,0.01
5,tvae,accuracy,0.3,0.7,0.01
5,tvae,accuracy,0.3,0.8,0.0
5,tvae,accuracy,0.3,0.9,0.0
5,tvae,accuracy,0.3,1.0,0.0
5,tvae,accuracy,0.4,0.2,0.07
5,tvae,accuracy,0.4,0.3,0.08
5,tvae,accuracy,0.4,0.4,0.11
5,tvae,accuracy,0.4,0.5,0.12
5,tvae,accuracy,0.4,0.6,0.11
5,tvae,accuracy,0.4,0.7,0.12
5,tvae,accuracy,0.4,0.8,0.12
5,tvae,accuracy,0.4,0.9,0.12
5,tvae,accuracy,0.4,1.0,0.12
5,gaussian_copula,precision,0.1,0.2,0.0
5,gaussian_copula,precision,0.1,0.3,0.0
5,gaussian_copula,precision,0.1,0.4,0.0
5,gaussian_copula,precision,0.1,0.5,0.0
5,gaussian_copula,precision,0.1,0.6,0.0
5,gaussian_copula,precision,0.1,0.7,0.0
5,gaussian_copula,precision,0.1,0.8,0.0
5,gaussian_copula,precision,0.1,0.9,0.0
5,gaussian_copula,precision,0.1,1.0,0.0
5,gaussian_copula,precision,0.2,0.2,0.0
5,gaussian_copula,precision,0.2,0.3,0.0
5,gaussian_copula,precision,0.2,0.4,0.0
5,gaussian_copula,precision,0.2,0.5,0.0
5,gaussian_copula,precision,0.2,0.6,0.0
5,gaussian_copula,precision,0.2,0.7,0.0
5,gaussian_copula,precision,0.2,0.8,0.0
5,gaussian_copula,precision,0.2,0.9,0.0
5,gaussian_copula,precision,0.2,1.0,0.0
5,gaussian_copula,precision,0.3,0.2,1.0
5,gaussian_copula,precision,0.3,0.3,1.0
5,gaussian_copula,precision,0.3,0.4,1.0
5,gaussian_copula,precision,0.3,0.5,1.0
5,gaussian_copula,precision,0.3,0.6,1.0
5,gaussian_copula,precision,0.3,0.7,1.0
5,gaussian_copula,precision,0.3,0.8,1.0
5,gaussian_copula,precision,0.3,0.9,1.0
5,gaussian_copula,precision,0.3,1.0,1.0
5,gaussian_copula,precision,0.4,0.2,1.0
5,gaussian_copula,precision,0.4,0.3,1.0
5,gaussian_copula,precision,0.4,0.4,1.0
5,gaussian_copula,precision,0.4,0.5,1.0
5,gaussian_copula,precision,0.4,0.6,1.0
5,gaussian_copula,precision,0.4,0.7,1.0
5,gaussian_copula,precision,0.4,0.8,1.0
5,gaussian_copula,precision,0.4,0.9,1.0
5,gaussian_copula,precision,0.4,1.0,1.0
5,gaussian_copula,accuracy,0.1,0.2,0.0
5,gaussian_copula,accuracy,0.1,0.3,0.0
5,gaussian_copula,accuracy,0.1,0.4,0.0
5,gaussian_copula,accuracy,0.1,0.5,0.0
5,gaussian_copula,accuracy,0.1,0.6,0.0
5,gaussian_copula,accuracy,0.1,0.7,0.0
5,gaussian_copula,accuracy,0.1,0.8,0.0
5,gaussian_copula,accuracy,0.1,0.9,0.0
5,gaussian_copula,accuracy,0.1,1.0,0.0
5,gaussian_copula,accuracy,0.2,0.2,0.0
5,gaussian_copula,accuracy,0.2,0.3,0.0
5,gaussian_copula,accuracy,0.2,0.4,0.0
5,gaussian_copula,accuracy,0.2,0.5,0.0
5,gaussian_copula,accuracy,0.2,0.6,0.0
5,gaussian_copula,accuracy,0.2,0.7,0.0
5,gaussian_copula,accuracy,0.2,0.8,0.0
5,gaussian_copula,accuracy,0.2,0.9,0.0
5,gaussian_copula,accuracy,0.2,1.0,0.0
5,gaussian_copula,accuracy,0.3,0.2,0.07
5,gaussian_copula,accuracy,0.3,0.3,0.07
5,gaussian_copula,accuracy,0.3,0.4,0.06
5,gaussian_copula,accuracy,0.3,0.5,0.06
5,gaussian_copula,accuracy,0.3,0.6,0.07
5,gaussian_copula,accuracy,0.3,0.7,0.06
5,gaussian_copula,accuracy,0.3,0.8,0.07
5,gaussian_copula,accuracy,0.3,0.9,0.08
5,gaussian_copula,accuracy,0.3,1.0,0.08
5,gaussian_copula,accuracy,0.4,0.2,0.93
5,gaussian_copula,accuracy,0.4,0.3,0.92
5,gaussian_copula,accuracy,0.4,0.4,0.88
5,gaussian_copula,accuracy,0.4,0.5,0.88
5,gaussian_copula,accuracy,0.4,0.6,0.89
5,gaussian_copula,accuracy,0.4,0.7,0.89
5,gaussian_copula,accuracy,0.4,0.8,0.89
5,gaussian_copula,accuracy,0.4,0.9,0.88
5,gaussian_copula,accuracy,0.4,1.0,0.88
5,copula_gan,precision,0.1,0.2,0.0
5,copula_gan,precision,0.1,0.3,0.0
5,copula_gan,precision,0.1,0.4,0.0
5,copula_gan,precision,0.1,0.5,0.0
5,copula_gan,precision,0.1,0.6,0.0
5,copula_gan,precision,0.1,0.7,0.0
5,copula_gan,precision,0.1,0.8,0.0
5,copula_gan,precision,0.1,0.9,0.0
5,copula_gan,precision,0.1,1.0,0.0
5,copula_gan,precision,0.2,0.2,0.0
5,copula_gan,precision,0.2,0.3,0.0
5,copula_gan,precision,0.2,0.4,0.0
5,copula_gan,precision,0.2,0.5,0.0
5,copula_gan,precision,0.2,0.6,0.0
5,copula_gan,precision,0.2,0.7,0.0
5,copula_gan,precision,0.2,0.8,0.0
5,copula_gan,precision,0.2,0.9,0.0
5,copula_gan,precision,0.2,1.0,0.0
5,copula_gan,precision,0.3,0.2,1.0
5,copula_gan,precision,0.3,0.3,1.0
5,copula_gan,precision,0.3,0.4,1.0
5,copula_gan,precision,0.3,0.5,1.0
5,copula_gan,precision,0.3,0.6,1.0
5,copula_gan,precision,0.3,0.7,1.0
5,copula_gan,precision,0.3,0.8,1.0
5,copula_gan,precision,0.3,0.9,1.0
5,copula_gan,precision,0.3,1.0,1.0
5,copula_gan,precision,0.4,0.2,1.0
5,copula_gan,precision,0.4,0.3,1.0
5,copula_gan,precision,0.4,0.4,1.0
5,copula_gan,precision,0.4,0.5,1.0
5,copula_gan,precision,0.4,0.6,1.0
5,copula_gan,precision,0.4,0.7,1.0
5,copula_gan,precision,0.4,0.8,1.0
5,copula_gan,precision,0.4,0.9,1.0
5,copula_gan,precision,0.4,1.0,1.0
5,copula_gan,accuracy,0.1,0.2,0.0
5,copula_gan,accuracy,0.1,0.3,0.0
5,copula_gan,accuracy,0.1,0.4,0.0
5,copula_gan,accuracy,0.1,0.5,0.0
5,copula_gan,accuracy,0.1,0.6,0.0
5,copula_gan,accuracy,0.1,0.7,0.0
5,copula_gan,accuracy,0.1,0.8,0.0
5,copula_gan,accuracy,0.1,0.9,0.0
5,copula_gan,accuracy,0.1,1.0,0.0
5,copula_gan,accuracy,0.2,0.2,0.0
5,copula_gan,accuracy,0.2,0.3,0.0
5,copula_gan,accuracy,0.2,0.4,0.0
5,copula_gan,accuracy,0.2,0.5,0.0
5,copula_gan,accuracy,0.2,0.6,0.0
5,copula_gan,accuracy,0.2,0.7,0.0
5,copula_gan,accuracy,0.2,0.8,0.0
5,copula_gan,accuracy,0.2,0.9,0.0
5,copula_gan,accuracy,0.2,1.0,0.0
5,copula_gan,accuracy,0.3,0.2,0.07
5,copula_gan,accuracy,0.3,0.3,0.05
5,copula_gan,accuracy,0.3,0.4,0.05
5,copula_gan,accuracy,0.3,0.5,0.05
5,copula_gan,accuracy,0.3,0.6,0.05
5,copula_gan,accuracy,0.3,0.7,0.05
5,copula_gan,accuracy,0.3,0.8,0.05
5,copula_gan,accuracy,0.3,0.9,0.07
5,copula_gan,accuracy,0.3,1.0,0.07
5,copula_gan,accuracy,0.4,0.2,0.84
5,copula_gan,accuracy,0.4,0.3,0.84
5,copula_gan,accuracy,0.4,0.4,0.83
5,copula_gan,accuracy,0.4,0.5,0.8
5,copula_gan,accuracy,0.4,0.6,0.82
5,copula_gan,accuracy,0.4,0.7,0.82
5,copula_gan,accuracy,0.4,0.8,0.82
5,copula_gan,accuracy,0.4,0.9,0.82
5,copula_gan,accuracy,0.4,1.0,0.82
5,ctgan,precision,0.1,0.2,0.0
5,ctgan,precision,0.1,0.3,0.0
5,ctgan,precision,0.1,0.4,0.0
5,ctgan,precision,0.1,0.5,0.0
5,ctgan,precision,0.1,0.6,0.0
5,ctgan,precision,0.1,0.7,0.0
5,ctgan,precision,0.1,0.8,0.0
5,ctgan,precision,0.1,0.9,0.0
5,ctgan,precision,0.1,1.0,0.0
5,ctgan,precision,0.2,0.2,0.0
5,ctgan,precision,0.2,0.3,0.0
5,ctgan,precision,0.2,0.4,0.0
5,ctgan,precision,0.2,0.5,0.0
5,ctgan,precision,0.2,0.6,0.0
5,ctgan,precision,0.2,0.7,0.0
5,ctgan,precision,0.2,0.8,0.0
5,ctgan,precision,0.2,0.9,0.0
5,ctgan,precision,0.2,1.0,0.0
5,ctgan,precision,0.3,0.2,1.0
5,ctgan,precision,0.3,0.3,1.0
5,ctgan,precision,0.3,0.4,1.0
5,ctgan,precision,0.3,0.5,1.0
5,ctgan,precision,0.3,0.6,1.0
5,ctgan,precision,0.3,0.7,1.0
5,ctgan,precision,0.3,0.8,1.0
5,ctgan,precision,0.3,0.9,1.0
5,ctgan,precision,0.3,1.0,1.0
5,ctgan,precision,0.4,0.2,1.0
5,ctgan,precision,0.4,0.3,1.0
5,ctgan,precision,0.4,0.4,1.0
5,ctgan,precision,0.4,0.5,1.0
5,ctgan,precision,0.4,0.6,1.0
5,ctgan,precision,0.4,0.7,1.0
5,ctgan,precision,0.4,0.8,1.0
5,ctgan,precision,0.4,0.9,1.0
5,ctgan,precision,0.4,1.0,1.0
5,ctgan,accuracy,0.1,0.2,0.0
5,ctgan,accuracy,0.1,0.3,0.0
5,ctgan,accuracy,0.1,0.4,0.0
5,ctgan,accuracy,0.1,0.5,0.0
5,ctgan,accuracy,0.1,0.6,0.0
5,ctgan,accuracy,0.1,0.7,0.0
5,ctgan,accuracy,0.1,0.8,0.0
5,ctgan,accuracy,0.1,0.9,0.0
5,ctgan,accuracy,0.1,1.0,0.0
5,ctgan,accuracy,0.2,0.2,0.0
5,ctgan,accuracy,0.2,0.3,0.0
5,ctgan,accuracy,0.2,0.4,0.0
5,ctgan,accuracy,0.2,0.5,0.0
5,ctgan,accuracy,0.2,0.6,0.0
5,ctgan,accuracy,0.2,0.7,0.0
5,ctgan,accuracy,0.2,0.8,0.0
5,ctgan,accuracy,0.2,0.9,0.0
5,ctgan,accuracy,0.2,1.0,0.0
5,ctgan,accuracy,0.3,0.2,0.04
5,ctgan,accuracy,0.3,0.3,0.02
5,ctgan,accuracy,0.3,0.4,0.04
5,ctgan,accuracy,0.3,0.5,0.04
5,ctgan,accuracy,0.3,0.6,0.03
5,ctgan,accuracy,0.3,0.7,0.03
5,ctgan,accuracy,0.3,0.8,0.03
5,ctgan,accuracy,0.3,0.9,0.03
5,ctgan,accuracy,0.3,1.0,0.03
5,ctgan,accuracy,0.4,0.2,0.76
5,ctgan,accuracy,0.4,0.3,0.76
5,ctgan,accuracy,0.4,0.4,0.77
5,ctgan,accuracy,0.4,0.5,0.78
5,ctgan,accuracy,0.4,0.6,0.8
5,ctgan,accuracy,0.4,0.7,0.8
5,ctgan,accuracy,0.4,0.8,0.81
5,ctgan,accuracy,0.4,0.9,0.81
5,ctgan,accuracy,0.4,1.0,0.81
4,synthpop,precision,0.1,0.2,1.0
4,synthpop,precision,0.1,0.3,1.0
4,synthpop,precision,0.1,0.4,1.0
4,synthpop,precision,0.1,0.5,1.0
4,synthpop,precision,0.1,0.6,1.0
4,synthpop,precision,0.1,0.7,1.0
4,synthpop,precision,0.1,0.8,1.0
4,synthpop,precision,0.1,0.9,1.0
4,synthpop,precision,0.1,1.0,1.0
4,synthpop,precision,0.2,0.2,1.0
4,synthpop,precision,0.2,0.3,1.0
4,synthpop,precision,0.2,0.4,1.0
4,synthpop,precision,0.2,0.5,1.0
4,synthpop,precision,0.2,0.6,1.0
4,synthpop,precision,0.2,0.7,1.0
4,synthpop,precision,0.2,0.8,1.0
4,synthpop,precision,0.2,0.9,1.0
4,synthpop,precision,0.2,1.0,1.0
4,synthpop,precision,0.3,0.2,1.0
4,synthpop,precision,0.3,0.3,1.0
4,synthpop,precision,0.3,0.4,1.0
4,synthpop,precision,0.3,0.5,1.0
4,synthpop,precision,0.3,0.6,1.0
4,synthpop,precision,0.3,0.7,1.0
4,synthpop,precision,0.3,0.8,1.0
4,synthpop,precision,0.3,0.9,1.0
4,synthpop,precision,0.3,1.0,1.0
4,synthpop,precision,0.4,0.2,1.0
4,synthpop,precision,0.4,0.3,1.0
4,synthpop,precision,0.4,0.4,1.0
4,synthpop,precision,0.4,0.5,1.0
4,synthpop,precision,0.4,0.6,1.0
4,synthpop,precision,0.4,0.7,1.0
4,synthpop,precision,0.4,0.8,1.0
4,synthpop,precision,0.4,0.9,1.0
4,synthpop,precision,0.4,1.0,1.0
4,synthpop,accuracy,0.1,0.2,0.21
4,synthpop,accuracy,0.1,0.3,0.21
4,synthpop,accuracy,0.1,0.4,0.21
4,synthpop,accuracy,0.1,0.5,0.21
4,synthpop,accuracy,0.1,0.6,0.21
4,synthpop,accuracy,0.1,0.7,0.21
4,synthpop,accuracy,0.1,0.8,0.21
4,synthpop,accuracy,0.1,0.9,0.21
4,synthpop,accuracy,0.1,1.0,0.21
4,synthpop,accuracy,0.2,0.2,0.81
4,synthpop,accuracy,0.2,0.3,0.81
4,synthpop,accuracy,0.2,0.4,0.82
4,synthpop,accuracy,0.2,0.5,0.81
4,synthpop,accuracy,0.2,0.6,0.81
4,synthpop,accuracy,0.2,0.7,0.81
4,synthpop,accuracy,0.2,0.8,0.81
4,synthpop,accuracy,0.2,0.9,0.81
4,synthpop,accuracy,0.2,1.0,0.81
4,synthpop,accuracy,0.3,0.2,0.99
4,synthpop,accuracy,0.3,0.3,0.99
4,synthpop,accuracy,0.3,0.4,0.99
4,synthpop,accuracy,0.3,0.5,0.99
4,synthpop,accuracy,0.3,0.6,0.99
4,synthpop,accuracy,0.3,0.7,0.99
4,synthpop,accuracy,0.3,0.8,0.99
4,synthpop,accuracy,0.3,0.9,0.99
4,synthpop,accuracy,0.3,1.0,0.99
4,synthpop,accuracy,0.4,0.2,1.0
4,synthpop,accuracy,0.4,0.3,1.0
4,synthpop,accuracy,0.4,0.4,1.0
4,synthpop,accuracy,0.4,0.5,1.0
4,synthpop,accuracy,0.4,0.6,1.0
4,synthpop,accuracy,0.4,0.7,1.0
4,synthpop,accuracy,0.4,0.8,1.0
4,synthpop,accuracy,0.4,0.9,1.0
4,synthpop,accuracy,0.4,1.0,1.0
4,ds,precision,0.1,0.2,1.0
4,ds,precision,0.1,0.3,1.0
4,ds,precision,0.1,0.4,1.0
4,ds,precision,0.1,0.5,1.0
4,ds,precision,0.1,0.6,1.0
4,ds,precision,0.1,0.7,1.0
